term,synonyms,meronyms,holonyms,hypernyms [L1],hypernyms [L2],hypernyms [L3],hyponyms [L1],hyponyms [L2],hyponyms [L3]
Synset('data.n.01'),"[Synset('data.n.01'), Synset('datum.n.01')]",[],[],[Synset('collection.n.01')],"[Synset('collection.n.01'), Synset('group.n.01')]","[Synset('collection.n.01'), Synset('group.n.01'), Synset('abstraction.n.06')]",[Synset('accounting_data.n.01')],"[Synset('accounting_data.n.01'), Synset('metadata.n.01'), Synset('raw_data.n.01')]","[Synset('accounting_data.n.01'), Synset('metadata.n.01'), Synset('raw_data.n.01')]"
Synset('listen_in.v.02'),[Synset('listen_in.v.02')],[],[],[Synset('listen.v.01')],"[Synset('listen.v.01'), Synset('perceive.v.01')]","[Synset('listen.v.01'), Synset('perceive.v.01')]",[Synset('wiretap.v.01')],[Synset('wiretap.v.01')],[Synset('wiretap.v.01')]
